,timestamp,url,profile,domElements_median,domElements_mean,domElements_min,domElements_max,ttfb_median,ttfb_mean,ttfb_min,ttfb_max,loadEventEnd_median,loadEventEnd_mean,loadEventEnd_min,loadEventEnd_max,firstPaint_median,firstPaint_mean,firstPaint_min,firstPaint_max,fullyLoaded_median,fullyLoaded_mean,fullyLoaded_min,fullyLoaded_max,domComplete_median,domComplete_mean,domComplete_min,domComplete_max,throttleType,throttleparameter,httpVersion,lighthouse_performance,first-contentful-paint_score,first-contentful-paint_numericValue,largest-contentful-paint_score,largest-contentful-paint_numericValue,speed-index_score,speed-index_numericValue,total-blocking-time_score,total-blocking-time_numericValue,cumulative-layout-shift_score,cumulative-layout-shift_numericValue
0,2021-11-22T05:39:48+00:00,https://www.glassdoor.com/,3g,1146,1146,1146,1146,4076,5323,2846,9048,8032,8972,6489,12396,4658,5801,3416,9328,10516,11681,9293,15235,7941,8888,6406,12318,delay,900ms,3,0.16,0.31,3664.365,0.02,8516.702,0.03,12769.77617,0.01,4554,0.75,0.1530259869
0,2021-11-22T05:27:56+00:00,https://www.canva.com/,3g,4252,4253,4251,4255,525,548,523,597,3514,3512,3358,3665,829,850,826,894,3742,3759,3508,4027,3484,3487,3326,3650,delay,900ms,3,0.5,0.8,2134.105,0.75,3128.541,0.54,5580.046813,0.05,2463.5,1,0.001323025174
0,2021-11-22T05:31:02+00:00,https://www.whatsapp.com/,3g,560,560,560,560,427,430,402,461,760,771,751,803,643,649,627,677,1992,2005,1984,2038,753,763,743,793,delay,900ms,3,0.8,0.64,2600.974,0.38,4475.974,0.97,2600.974,1,0,1,0.0137546658
0,2021-11-22T05:43:37+00:00,https://www.live.com/,3g,449,449,449,449,114,122,102,151,1967,2673,1881,4171,379,384,379,395,2273,2980,2188,4478,1967,2673,1881,4171,delay,900ms,3,0.42,0.54,2888.807,0.01,10076.533,0.81,4015.850926,0.28,989.5,1,0
0,2021-11-22T03:49:44+00:00,https://www.glassdoor.com/,3g,1146,1146,1146,1146,1593,1710,1416,2120,4759,4865,4460,5377,1843,1951,1644,2366,7748,7874,7585,8289,4677,4791,4386,5311,delay,300ms,3,0.16,0.3,3681.624,0.02,8446.2405,0.07,10698.26038,0.01,4565,0.78,0.1446130371
0,2021-11-22T03:38:15+00:00,https://www.canva.com/,3g,4248,4250,4247,4254,565,568,550,590,3466,3492,3290,3719,880,902,846,979,3521,3557,3361,3790,3446,3474,3282,3693,delay,300ms,3,0.48,0.8,2142.915,0.67,3419.088,0.52,5656.569874,0.05,2377.5,1,0.001323025174
0,2021-11-22T03:41:30+00:00,https://www.whatsapp.com/,3g,560,560,560,560,461,470,381,567,791,803,718,900,677,683,596,776,2023,2037,1958,2131,784,795,710,892,delay,300ms,3,0.83,0.68,2480.993,0.47,4098.539,0.98,2480.993,1,0,1,0.0137546658
0,2021-11-22T03:53:17+00:00,https://www.live.com/,3g,449,449,449,449,151,151,147,154,1841,1874,1838,1944,395,398,390,410,2143,2178,2139,2251,1841,1874,1838,1944,delay,300ms,3,0.43,0.53,2898.519,0.01,10004.173,0.83,3886.684967,0.3,940,1,0
0,2021-11-22T03:31:06+00:00,https://www.glassdoor.com/,3g,1146,1146,1146,1146,1337,2664,1083,5573,4646,5845,4242,8648,1678,2977,1343,5911,7608,8890,7213,11849,4587,5773,4170,8561,delay,200ms,3,0.18,0.46,3134.559,0.01,9289.1055,0.05,11386.4008,0.01,4790.5,0.82,0.1311366442
0,2021-11-22T03:21:42+00:00,https://www.canva.com/,3g,4252,4252,4248,4255,610,592,548,619,3744,3620,3296,3819,897,885,844,913,3889,3755,3362,4014,3738,3604,3271,3803,delay,200ms,3,0.46,0.8,2146.168,0.63,3535.168,0.47,5992.440193,0.05,2427,1,0.001323025174
0,2021-11-22T03:24:42+00:00,https://www.whatsapp.com/,3g,560,560,560,560,389,390,388,394,737,729,706,743,610,610,593,626,1972,1963,1940,1977,728,720,696,735,delay,200ms,3,0.82,0.68,2486.202,0.45,4181.951,0.98,2486.202,1,0,1,0.0137546658
0,2021-11-22T03:34:45+00:00,https://www.live.com/,3g,449,449,449,449,152,135,79,175,1863,1840,1785,1871,426,399,345,426,2164,2143,2084,2180,1863,1840,1785,1871,delay,200ms,3,0.44,0.54,2889.239,0.01,9774.528,0.92,3231.738782,0.27,1020,1,0
0,2021-11-22T05:02:57+00:00,https://www.glassdoor.com/,3g,1146,1146,1146,1146,1150,1430,1134,2005,4495,5296,4366,7028,1412,1681,1386,2246,7406,8733,7341,11453,4426,5228,4292,6966,delay,700ms,3,0.17,0.35,3500.289,0,10328.387,0.12,9554.53496,0.01,4257,0.78,0.1446130371
0,2021-11-22T04:50:58+00:00,https://www.canva.com/,3g,4254,4254,4248,4259,570,569,561,576,3687,3656,3570,3711,862,862,861,863,3746,3717,3634,3771,3682,3646,3552,3704,delay,700ms,3,0.47,0.8,2140.811,0.64,3506.811,0.5,5772.642607,0.05,2458,1,0.002768866221
