,timestamp,url,profile,domElements_median,domElements_mean,domElements_min,domElements_max,ttfb_median,ttfb_mean,ttfb_min,ttfb_max,loadEventEnd_median,loadEventEnd_mean,loadEventEnd_min,loadEventEnd_max,firstPaint_median,firstPaint_mean,firstPaint_min,firstPaint_max,fullyLoaded_median,fullyLoaded_mean,fullyLoaded_min,fullyLoaded_max,domComplete_median,domComplete_mean,domComplete_min,domComplete_max,throttleType,throttleparameter,httpVersion,num_http2_responses,num_http3_responses,lighthouse_performance,first-contentful-paint_score,first-contentful-paint_numericValue,largest-contentful-paint_score,largest-contentful-paint_numericValue,speed-index_score,speed-index_numericValue,total-blocking-time_score,total-blocking-time_numericValue,cumulative-layout-shift_score,cumulative-layout-shift_numericValue
0,2021-11-16T20:20:33+00:00,https://www.instagram.com/,3g,323,323,323,323,294,392,278,603,1022,1117,977,1353,381,484,366,706,2452,2544,2415,2765,1020,1116,976,1351,delay,700ms,2,102,0,0.71,0.98,1278.2160000000001,0.01,10193.7,1,1923.1502920004164,1,0,0.94,0.08203125
0,2021-11-16T19:28:07+00:00,https://www.google.com/,3g,210,210,210,210,86,85,72,97,578,579,567,593,238,237,220,253,731,737,719,761,567,570,559,585,delay,400ms,2,69,0,0.77,0.88,1869.4630000000002,0.98,1869.4630000000002,0.96,2738.5516306483314,0.42,714,0.99,0.0422119140625
0,2021-11-16T19:39:26+00:00,https://www.vk.com/,3g,310,310,310,310,1106,1156,1105,1256,5238,5212,4840,5558,4253,4219,3851,4552,6040,6000,5630,6331,5213,5186,4812,5532,delay,400ms,2,204,0,0.46,0,16056.1395,0,16206.1395,0.01,16056.1395,1,0,1,0
0,2021-11-16T19:30:40+00:00,https://www.facebook.com/,3g,261,261,261,261,287,284,278,288,831,855,810,925,553,577,539,638,1937,1983,1934,2079,824,848,803,917,delay,400ms,2,126,0,0.78,0.25,3915.914,0.52,3915.914,0.83,3915.914,1,0,1,0.02756183624267578
0,2021-11-16T19:33:22+00:00,https://www.youtube.com/,3g,9407,9396,9349,9432,65,66,64,69,3875,3909,3641,4212,370,359,337,371,11070,11025,10782,11222,3873,3907,3640,4209,delay,400ms,2,293,0,0.45,0.14,4577.89,0.02,8237.996500000001,0.6,5201.607804866692,0.59,493.50000000000045,1,0
0,2021-11-16T19:36:36+00:00,https://www.instagram.com/,3g,323,323,323,323,292,419,282,684,1105,1187,984,1472,395,525,393,786,2546,2614,2397,2898,1103,1185,981,1470,delay,400ms,2,102,0,0.71,0.98,1272.7800000000002,0.01,10214.37,0.99,1971.3707200008143,1,0,0.94,0.08203125
0,2021-11-16T18:58:34+00:00,https://www.google.com/,3g,210,210,210,210,75,76,71,82,571,583,561,616,222,227,219,239,978,1052,703,1476,564,574,552,605,delay,200ms,2,70,0,0.75,0.87,1899.3319999999999,0.97,2055.998,0.95,2853.6832453734073,0.37,801.7354999999998,0.99,0.0422119140625
0,2021-11-16T19:09:59+00:00,https://www.vk.com/,3g,310,310,310,310,1178,1157,1105,1188,5455,5584,5242,6055,4471,4510,4199,4860,6073,6195,5856,6655,5424,5555,5215,6026,delay,200ms,2,201,0,0.46,0,16327.190000000002,0,16552.190000000002,0.01,16327.190000000002,1,0,1,0
0,2021-11-16T19:01:07+00:00,https://www.facebook.com/,3g,259,260,259,261,283,280,268,288,864,873,857,898,570,582,569,606,2020,2030,2016,2055,855,865,848,891,delay,200ms,2,124,0,0.78,0.26,3855.596,0.54,3855.596,0.83,3855.596,1,0,1,0.02756183624267578
0,2021-11-16T19:03:52+00:00,https://www.youtube.com/,3g,9428,9436,9409,9472,72,74,69,80,4539,4418,3960,4755,389,396,373,425,11314,11243,10977,11439,4529,4413,3958,4752,delay,200ms,2,287,0,0.44,0.13,4723.38,0.01,8981.697499999998,0.56,5462.909798310586,0.58,509.5,1,0
0,2021-11-16T19:07:07+00:00,https://www.instagram.com/,3g,323,324,323,325,282,282,279,285,1171,1144,1062,1200,395,399,380,422,2637,2596,2500,2651,1169,1143,1061,1198,delay,200ms,2,102,0,0.71,0.98,1295.725,0,10294.144,0.99,2024.158610000075,1,0,0.94,0.08203125
0,2021-11-16T20:26:45+00:00,https://www.google.com/,3g,210,210,210,210,79,81,70,95,565,562,557,565,236,240,231,254,702,702,696,708,557,555,549,559,delay,800ms,2,69,0,0.76,0.87,1899.924,0.98,1899.924,0.96,2788.8353657704174,0.38,786.6065000000003,0.99,0.0422119140625
0,2021-11-16T20:37:55+00:00,https://www.vk.com/,3g,310,310,310,310,1111,1098,1045,1139,5028,5138,4961,5424,4045,4131,3960,4389,5574,5803,5515,6321,5001,5108,4931,5392,delay,800ms,2,202,0,0.46,0,16087.252499999999,0,16237.252499999999,0.01,16087.252499999999,1,0,1,0
0,2021-11-16T20:29:18+00:00,https://www.facebook.com/,3g,259,259,259,259,267,262,228,290,793,784,758,801,540,528,502,541,1959,1968,1924,2022,785,777,751,794,delay,800ms,2,123,0,0.79,0.27,3850.81,0.54,3850.81,0.84,3850.81,1,0,1,0.02756183624267578
0,2021-11-16T20:32:00+00:00,https://www.youtube.com/,3g,9434,9418,9349,9470,67,69,65,75,4050,4075,4035,4140,387,384,373,391,11049,11040,10938,11134,4047,4073,4033,4138,delay,800ms,2,290,0,0.4,0.13,4697.233,0.01,8918.337,0.61,5178.612921327144,0.45,669.9160000000002,1,0.0167266845703125
0,2021-11-16T20:35:08+00:00,https://www.instagram.com/,3g,323,323,323,323,285,395,267,633,1003,1119,987,1367,393,499,369,735,2378,2475,2237,2809,1000,1117,985,1366,delay,800ms,2,100,0,0.7,0.88,1894.288,0,10290.494999999999,0.98,2377.358632000447,1,0,0.94,0.08203125
0,2021-11-16T20:41:18+00:00,https://www.google.com/,3g,210,210,210,210,76,159,73,329,559,635,555,792,234,316,224,489,1311,1495,1297,1878,553,629,548,786,delay,900ms,2,69,0,0.7,0.77,2229.382,0.86,2698.0385,0.85,3782.920744571671,0.37,799.4750000000004,0.99,0.0422119140625
0,2021-11-16T20:52:38+00:00,https://www.vk.com/,3g,310,310,310,310,1099,1118,1095,1159,5120,5186,5052,5385,4169,4193,4070,4340,6023,6038,5910,6182,5093,5157,5026,5353,delay,900ms,2,204,0,0.46,0,16060.917999999998,0,16135.917999999998,0.01,16060.917999999998,1,0,1,0
0,2021-11-16T20:43:53+00:00,https://www.facebook.com/,3g,259,260,259,261,283,421,259,721,820,1138,803,1790,547,684,521,983,1935,2159,1918,2624,812,1130,796,1781,delay,900ms,2,124,0,0.79,0.27,3830.7059999999997,0.55,3830.7059999999997,0.84,3830.7059999999997,1,0,1,0.02756183624267578
0,2021-11-16T20:46:37+00:00,https://www.youtube.com/,3g,9378,9008,8254,9393,81,77,68,82,4095,4061,3864,4225,384,383,380,385,11016,11002,10863,11126,4086,4056,3862,4220,delay,900ms,2,295,0,0.42,0.15,4555.609,0.01,9151.335000000001,0.59,5277.805880691409,0.5,597,1,0.0167266845703125
0,2021-11-16T20:49:49+00:00,https://www.instagram.com/,3g,323,323,323,323,291,287,274,295,1052,1042,1000,1075,400,392,371,406,2469,2452,2402,2486,1050,1041,999,1073,delay,900ms,2,102,0,0.7,0.87,1899.355,0.01,10171.965999999999,0.98,2372.1620780004373,1,0,0.94,0.08203125
0,2021-11-16T18:43:32+00:00,https://www.google.com/,3g,210,210,210,210,76,80,75,88,562,568,553,588,234,232,224,238,739,989,738,1489,552,560,546,581,delay,100ms,2,70,0,0.75,0.87,1898.6870000000001,0.98,1898.6870000000004,0.96,2823.649629729399,0.34,855.3859999999995,0.99,0.0422119140625
0,2021-11-16T18:54:53+00:00,https://www.vk.com/,3g,310,281,222,310,1106,1107,1062,1152,5142,5148,4992,5311,4156,4179,4061,4320,5763,5627,5221,5897,5110,5128,4991,5283,delay,100ms,2,195,0,0.46,0,16324.8575,0,16474.8575,0.01,16324.8575,1,0,1,0
0,2021-11-16T18:46:05+00:00,https://www.facebook.com/,3g,259,258,256,259,282,281,276,285,809,814,803,829,537,538,523,555,1987,1977,1951,1992,801,806,796,821,delay,100ms,2,122,0,0.79,0.27,3851.808,0.54,3851.808,0.84,3851.808,1,0,1,0.02756183624267578
0,2021-11-16T18:48:49+00:00,https://www.youtube.com/,3g,9408,9408,9390,9425,74,72,67,76,4641,4474,4112,4669,377,373,351,390,11285,11456,11112,11972,4633,4470,4110,4666,delay,100ms,2,296,0,0.4,0.14,4577.870999999999,0.03,7793.009,0.65,4913.3625535623605,0.39,755.1329999999994,1,0.006707763671875
0,2021-11-16T18:52:01+00:00,https://www.instagram.com/,3g,323,323,323,323,299,438,296,719,1140,1251,1047,1565,401,549,394,853,2585,2684,2460,3008,1138,1248,1044,1563,delay,100ms,2,102,0,0.71,0.98,1284.204,0.01,10259.595,0.99,1976.8796080002369,1,0,0.94,0.08203125
0,2021-11-16T20:55:57+00:00,https://www.google.com/,3g,210,210,210,210,85,86,84,89,592,1091,580,2101,255,255,253,256,750,1741,720,3753,584,1084,573,2095,delay,1000ms,2,69,0,0.77,0.87,1902.383,0.96,2060.674,0.96,2764.8749714138403,0.41,727.5,0.99,0.0422119140625
0,2021-11-16T21:07:09+00:00,https://www.vk.com/,3g,310,283,228,310,1120,1121,1048,1194,9766,9684,8476,10810,8691,8491,7483,9300,10344,10161,9109,11030,9738,9665,8448,10809,delay,1000ms,2,195,0,0.46,0,13212.858,0,13362.858,0.02,13884.616292001065,1,0,1,0
0,2021-11-16T20:58:29+00:00,https://www.facebook.com/,3g,259,259,259,259,282,287,268,311,836,840,781,903,574,565,537,585,2006,2017,1982,2063,829,831,770,893,delay,1000ms,2,123,0,0.79,0.27,3833.955,0.55,3833.955,0.84,3833.955,1,0,1,0.02756183624267578
0,2021-11-16T21:01:12+00:00,https://www.youtube.com/,3g,9367,9390,9348,9456,66,71,60,87,4120,4218,4088,4446,373,377,354,404,11143,11235,11099,11462,4118,4215,4086,4440,delay,1000ms,2,294,0,0.4,0.14,4598.741,0.01,8868.617999999999,0.66,4901.9627326337995,0.41,725.5,1,0.023434448242187503
0,2021-11-16T21:04:19+00:00,https://www.instagram.com/,3g,323,323,323,323,292,420,273,696,1025,1156,991,1452,397,528,384,802,2856,2722,2423,2888,1023,1154,989,1450,delay,1000ms,2,102,0,0.7,0.88,1884.2010000000005,0.01,10244.792000000001,0.98,2379.822814000415,1,0,0.94,0.08203125
0,2021-11-16T18:28:58+00:00,https://www.google.com/,3g,215,215,215,215,78,78,73,83,562,582,550,635,235,237,223,253,1321,1329,1280,1387,553,574,541,628,delay,0ms,2,69,0,0.74,0.87,1921.4039999999995,0.98,1921.4039999999995,0.94,3026.086845994157,0.34,855.7339999999999,0.99,0.0422119140625
0,2021-11-16T18:40:12+00:00,https://www.vk.com/,3g,310,283,228,310,1113,1243,1104,1513,5331,5301,4964,5607,4341,4333,4037,4621,5891,5809,5193,6344,5304,5283,4963,5583,delay,0ms,2,195,0,0.46,0,16176.704499999998,0,16251.704499999996,0.01,16176.704499999998,1,0,1,0
0,2021-11-16T18:31:31+00:00,https://www.facebook.com/,3g,261,260,259,261,290,286,272,295,881,902,838,986,568,568,552,584,2037,2017,1976,2039,872,894,832,979,delay,0ms,2,125,0,0.78,0.26,3869.255,0.54,3869.255,0.83,3869.255,1,0,1,0.02756183624267578
0,2021-11-16T18:34:14+00:00,https://www.youtube.com/,3g,9389,9393,9350,9441,74,81,62,108,4243,4099,3795,4259,418,395,342,425,11124,11235,11117,11465,4241,4097,3793,4256,delay,0ms,2,287,0,0.41,0.16,4468.0995,0.01,9112.0655,0.47,5997.2934970882925,0.5,599.5144999999993,1,0.0167266845703125
0,2021-11-16T18:37:25+00:00,https://www.instagram.com/,3g,323,323,323,323,276,383,276,598,1025,1132,1008,1362,379,489,378,710,2457,2567,2452,2793,1023,1130,1007,1361,delay,0ms,2,102,0,0.7,0.87,1903.197,0.01,10223.508,0.98,2440.3133860000553,1,0,0.94,0.08203125
0,2021-11-16T19:58:48+00:00,https://www.google.com/,3g,210,211,210,214,98,102,91,118,595,612,591,649,255,264,253,284,719,997,712,1559,586,603,583,641,delay,600ms,3,18,52,0.74,0.88,1875.4070000000002,0.98,1875.4070000000002,0.96,2834.3899449900864,0.3,929.5010000000002,0.99,0.0422119140625
0,2021-11-16T20:10:32+00:00,https://www.vk.com/,3g,310,283,228,310,1120,1124,1101,1152,4970,5035,4942,5192,4006,4056,3887,4275,5533,5512,5431,5571,4946,5017,4915,5191,delay,600ms,3,132,63,0.46,0,15537.6165,0,15687.616500000002,0.01,15537.6165,1,0,1,0
0,2021-11-16T20:01:25+00:00,https://www.facebook.com/,3g,259,259,259,259,290,283,269,290,836,829,806,844,553,558,552,570,1981,1997,1977,2032,828,820,796,835,delay,600ms,3,27,96,0.78,0.26,3860.498,0.54,3860.498,0.83,3860.498,1,0,1,0.02756183624267578
0,2021-11-16T20:04:28+00:00,https://www.youtube.com/,3g,9428,9405,9357,9430,69,71,67,78,4312,4238,4036,4365,389,392,382,404,10971,11028,10944,11168,4309,4234,4033,4361,delay,600ms,3,45,241,0.42,0.15,4542.9169999999995,0.03,7876.234499999999,0.65,4932.406716097644,0.45,667.0545000000011,1,0.0167266845703125
0,2021-11-16T20:07:22+00:00,https://www.instagram.com/,3g,323,323,323,323,299,302,296,311,1101,1122,1084,1182,404,405,399,412,2549,2562,2502,2634,1099,1121,1083,1180,delay,600ms,3,12,90,0.7,0.88,1893.286,0.01,10260.926,0.98,2382.7845919994934,1,0,0.94,0.08203125
0,2021-11-16T19:44:05+00:00,https://www.google.com/,3g,210,210,210,210,101,100,99,101,600,604,584,629,254,255,253,257,727,744,718,788,592,596,576,620,delay,500ms,3,18,51,0.76,0.88,1867.5930000000003,0.97,2023.726,0.96,2772.852390136147,0.39,757,0.99,0.0422119140625
0,2021-11-16T19:55:52+00:00,https://www.vk.com/,3g,310,283,228,310,1114,1116,1103,1131,5012,5515,4891,6643,4020,3998,3954,4021,5917,6237,5118,7676,4981,5492,4890,6604,delay,500ms,3,135,61,0.46,0,16222.894999999999,0,16372.894999999997,0.01,16222.894999999999,1,0,1,0
0,2021-11-16T19:46:41+00:00,https://www.facebook.com/,3g,259,260,259,261,272,287,267,323,832,846,825,880,538,561,538,608,2038,2024,1970,2063,825,837,816,871,delay,500ms,3,27,97,0.79,0.27,3849.601,0.54,3849.601,0.84,3849.601,1,0,1,0.02756183624267578
0,2021-11-16T19:49:46+00:00,https://www.youtube.com/,3g,9396,9390,9368,9407,65,66,63,71,4190,4306,4187,4540,386,381,370,387,11163,11165,11107,11225,4188,4304,4185,4538,delay,500ms,3,49,242,0.42,0.16,4489.018,0.02,8733.874,0.62,5104.987176678377,0.49,606.9639999999999,1,0
0,2021-11-16T19:52:42+00:00,https://www.instagram.com/,3g,323,323,323,323,298,401,276,628,1248,1285,1135,1471,398,505,384,734,2668,2712,2585,2883,1246,1283,1133,1470,delay,500ms,3,12,90,0.71,0.98,1275.159,0.01,10243.311,0.99,2079.8032339995993,1,0,0.94,0.08203125
0,2021-11-16T19:14:46+00:00,https://www.google.com/,3g,210,210,210,210,365,360,324,391,1061,1085,1059,1136,467,479,449,521,1436,1456,1428,1503,1053,1078,1052,1129,delay,300ms,3,18,51,0.68,0.79,2174.933,0.88,2619.0975,0.87,3624.783198268027,0.27,1022.3420000000006,0.99,0.0422119140625
0,2021-11-16T19:26:28+00:00,https://www.vk.com/,3g,310,281,222,310,1158,1168,1089,1257,4906,4942,4848,5071,3953,3994,3923,4105,5718,5561,5073,5893,4880,4923,4847,5041,delay,300ms,3,134,63,0.46,0,15954.269,0,16029.269,0.01,15954.269,1,0,1,0
0,2021-11-16T19:17:26+00:00,https://www.facebook.com/,3g,261,260,259,261,306,309,284,338,879,883,832,939,602,587,552,607,2043,2038,1970,2101,872,875,823,930,delay,300ms,3,27,98,0.79,0.27,3848.866,0.54,3848.866,0.84,3848.866,1,0,1,0.02756183624267578
0,2021-11-16T19:20:26+00:00,https://www.youtube.com/,3g,9417,9402,9362,9426,61,60,56,62,4014,3961,3803,4067,356,352,343,357,10695,10718,10668,10791,4010,3959,3801,4065,delay,300ms,3,50,241,0.47,0.2,4211.401000000001,0.03,8005.089999999999,0.77,4272.614340250873,0.58,503.5,1,0.036444091796875
0,2021-11-16T19:23:18+00:00,https://www.instagram.com/,3g,323,323,323,323,585,486,287,587,1389,1291,1076,1407,680,583,388,681,2831,2738,2505,2879,1387,1289,1074,1405,delay,300ms,3,12,90,0.68,0.78,2193.123,0,10833.072999999999,0.97,2611.661961999798,1,0,0.94,0.08203125
0,2021-11-16T20:13:24+00:00,https://www.google.com/,3g,210,210,210,210,97,98,89,109,584,581,565,595,252,248,238,253,727,714,684,730,576,574,558,587,delay,700ms,3,18,51,0.76,0.88,1873.3290000000002,0.98,1873.3290000000002,0.96,2817.232598420709,0.37,794,0.99,0.0422119140625
0,2021-11-16T20:25:08+00:00,https://www.vk.com/,3g,310,310,310,310,1106,1112,1094,1137,4968,4936,4817,5022,3936,3954,3856,4070,5569,5509,5354,5603,4941,4909,4790,4996,delay,700ms,3,134,67,0.46,0,16049.480499999996,0,16124.480499999996,0.01,16049.480499999996,1,0,1,0
0,2021-11-16T20:15:59+00:00,https://www.facebook.com/,3g,259,259,259,259,271,271,269,273,820,823,813,837,537,547,535,570,2011,2011,1978,2045,813,816,807,828,delay,700ms,3,27,96,0.79,0.27,3844.495,0.54,3844.495,0.84,3844.495,1,0,1,0.02756183624267578
0,2021-11-16T20:19:01+00:00,https://www.youtube.com/,3g,9387,9397,9377,9426,63,65,61,72,3998,3946,3736,4104,369,368,362,373,10914,10933,10898,10987,3995,3943,3734,4099,delay,700ms,3,45,248,0.4,0.12,4800.932,0.03,8029.6975,0.55,5484.829299065714,0.47,638.5000000000005,1,0.036444091796875
0,2021-11-16T20:21:55+00:00,https://www.instagram.com/,3g,323,323,323,323,708,583,299,741,3010,2417,1199,3042,807,678,402,825,4441,3842,2611,4474,3005,2413,1197,3036,delay,700ms,3,12,90,0.7,0.88,1894.904,0,10293.39,0.98,2358.827252000375,1,0,0.94,0.08203125
0,2021-11-16T19:29:24+00:00,https://www.google.com/,3g,210,206,198,210,98,97,93,100,629,625,601,644,255,256,254,259,752,758,743,779,619,616,594,635,delay,400ms,3,18,51,0.75,0.87,1902.9389999999999,0.96,2060.864,0.95,2883.008461890346,0.37,789,0.99,0.0422119140625
0,2021-11-16T19:41:12+00:00,https://www.vk.com/,3g,310,310,310,310,1093,1089,1068,1105,4958,4949,4842,5048,3985,3976,3871,4073,5643,5633,5606,5649,4929,4922,4815,5022,delay,400ms,3,133,69,0.46,0,16267.910499999998,0,16342.910499999998,0.01,16267.910499999998,1,0,1,0
0,2021-11-16T19:31:58+00:00,https://www.facebook.com/,3g,259,259,259,259,285,308,269,370,834,852,814,908,554,572,533,630,1989,2007,1983,2049,827,844,806,900,delay,400ms,3,26,96,0.78,0.26,3863.351,0.54,3863.351,0.83,3863.351,1,0,1,0.02756183624267578
0,2021-11-16T19:35:03+00:00,https://www.youtube.com/,3g,9398,9381,9331,9413,68,70,67,74,4395,4393,4222,4561,395,393,388,397,11330,11326,11097,11550,4393,4390,4220,4558,delay,400ms,3,45,241,0.45,0.14,4626.23,0.03,8061.742,0.54,5583.170257338703,0.61,473.2815000000005,1,0.0167266845703125
0,2021-11-16T19:37:59+00:00,https://www.instagram.com/,3g,323,323,323,323,292,400,283,626,1095,1213,1074,1471,384,497,371,737,2529,2641,2515,2880,1094,1212,1073,1469,delay,400ms,3,12,90,0.7,0.88,1876.4829999999997,0.01,10191.441,0.98,2440.5154780003168,1,0,0.94,0.08203125
0,2021-11-16T18:59:50+00:00,https://www.google.com/,3g,210,210,210,210,97,98,94,103,608,594,564,611,244,245,235,256,749,1260,729,2302,600,587,557,604,delay,200ms,3,18,51,0.73,0.79,2172.827,0.85,2735.742,0.88,3571.2814235655114,0.43,700.4774999999995,0.99,0.04225065104166667
0,2021-11-16T19:11:45+00:00,https://www.vk.com/,3g,310,281,222,310,1136,1118,1051,1167,4834,4891,4766,5073,3920,3903,3802,3988,5384,5369,5064,5659,4832,4873,4739,5047,delay,200ms,3,132,63,0.46,0,15578.777500000002,0,15653.777499999997,0.01,15578.777500000002,1,0,1,0
0,2021-11-16T19:02:27+00:00,https://www.facebook.com/,3g,259,260,259,261,347,374,257,519,898,935,797,1111,635,658,518,822,2108,2135,1997,2300,892,927,789,1101,delay,200ms,3,27,97,0.79,0.27,3842.797,0.54,3842.797,0.84,3842.797,1,0,1,0.02756183624267578
0,2021-11-16T19:05:31+00:00,https://www.youtube.com/,3g,9378,9383,9349,9422,65,65,61,70,4346,4450,4302,4701,390,389,371,406,11238,11230,10962,11490,4344,4448,4300,4699,delay,200ms,3,45,247,0.43,0.15,4531.562,0.02,8772.4005,0.63,5060.399091893783,0.51,589.1285000000007,1,0
0,2021-11-16T19:08:30+00:00,https://www.instagram.com/,3g,323,324,323,325,297,427,276,709,1264,1339,1131,1623,384,519,377,795,2699,2771,2566,3047,1262,1337,1128,1622,delay,200ms,3,12,90,0.7,0.88,1883.1180000000004,0.01,10191.080000000002,0.98,2388.7725920002667,1,0,0.94,0.08203125
