,timestamp,url,profile,domElements_median,domElements_mean,domElements_min,domElements_max,ttfb_median,ttfb_mean,ttfb_min,ttfb_max,loadEventEnd_median,loadEventEnd_mean,loadEventEnd_min,loadEventEnd_max,firstPaint_median,firstPaint_mean,firstPaint_min,firstPaint_max,fullyLoaded_median,fullyLoaded_mean,fullyLoaded_min,fullyLoaded_max,domComplete_median,domComplete_mean,domComplete_min,domComplete_max,throttleType,throttleparameter,httpVersion,lighthouse_performance,first-contentful-paint_score,first-contentful-paint_numericValue,largest-contentful-paint_score,largest-contentful-paint_numericValue,speed-index_score,speed-index_numericValue,total-blocking-time_score,total-blocking-time_numericValue,cumulative-layout-shift_score,cumulative-layout-shift_numericValue,num_http2_responses,num_http3_responses
0,2021-11-15T15:45:27+00:00,https://www.forbes.com/,3g,1979,1979,1975,1983,53,53,47,60,4099,3942,3558,4169,254,263,252,282,9811,9825,9781,9883,4074,3896,3531,4083,packetLoss,0.30%,3,0.43,0.75,2282.378,0.77,3054.388,0.05,11758.6728,0.01,3943,1,0.006572254817,483,12
0,2021-11-15T15:38:44+00:00,https://www.canva.com/,3g,4254,4254,4254,4254,582,579,560,595,3956,3926,3737,4085,891,918,883,979,4391,4296,3946,4550,3953,3923,3733,4082,packetLoss,0.30%,3,0.51,0.78,2200.301,0.72,3213.736,0.58,5305.319478,0.1,1839.5,1,0.0009662272135,240,138
0,2021-11-15T17:45:17+00:00,https://www.whatsapp.com/,3g,560,560,560,560,415,436,412,482,760,769,733,815,660,654,618,683,2041,2063,1991,2158,753,762,726,808,packetLoss,1.35%,3,0.83,0.63,2617.514,0.51,3963.683,0.97,2617.514,1,0,1,0.0137546658,60,3
0,2021-11-15T17:53:03+00:00,https://www.glassdoor.com/,3g,1144,1144,1144,1144,1919,3442,1908,6499,5853,7172,5400,10263,2620,4074,2279,7324,9603,11213,9157,14878,5807,7132,5392,10198,packetLoss,1.35%,3,0.16,0.31,3661.084,0,11364.4265,0.04,11883.4165,0,13880.814,0.82,0.1294411214,182,125
0,2021-11-15T17:48:54+00:00,https://www.forbes.com/,3g,1987,1988,1987,1989,56,53,45,57,4194,4185,4122,4240,275,280,275,290,9842,10627,9794,12245,4176,4155,4092,4196,packetLoss,1.35%,3,0.44,0.76,2270.713,0.81,2880.137,0.05,11466.1106,0.02,3498.5,1,0.006572254817,538,29
0,2021-11-15T17:42:27+00:00,https://www.canva.com/,3g,4254,4254,4254,4254,718,737,592,902,4489,4384,3929,4734,1061,1057,901,1210,4737,4855,4542,5287,4485,4380,3925,4730,packetLoss,1.35%,3,0.52,0.81,2104.014,0.75,3112.329,0.53,5593.742625,0.11,1735.5,1,0.0009662272135,229,152
0,2021-11-15T16:34:46+00:00,https://www.whatsapp.com/,3g,560,560,560,560,454,505,436,626,803,840,740,978,690,707,639,792,2030,2070,1972,2207,795,833,734,971,packetLoss,0.75%,3,0.81,0.64,2610.057,0.41,4335.3445,0.97,2610.057,1,0,1,0.0137546658,60,3
0,2021-11-15T16:43:06+00:00,https://www.glassdoor.com/,3g,1144,1144,1144,1144,1785,2539,1158,4675,6320,6468,4353,8732,2660,3159,1517,5299,10850,10745,8150,13236,6274,6434,4344,8683,packetLoss,0.75%,3,0.16,0.3,3709.954,0,11510.6515,0.03,12867.77934,0,13863,0.82,0.1294411214,203,106
0,2021-11-15T16:38:55+00:00,https://www.forbes.com/,3g,1983,1982,1981,1983,55,55,48,62,4230,4654,4060,5672,275,268,238,291,10553,11993,9691,15736,4212,4627,4026,5642,packetLoss,0.75%,3,0.5,0.98,1291.535,0.95,2214.727,0.07,10631.02927,0.02,3724.5,1,0.006669022136,559,12
0,2021-11-15T16:31:53+00:00,https://www.canva.com/,3g,4254,4258,4254,4266,580,638,564,770,3965,3967,3697,4238,904,941,861,1057,4478,4525,4344,4753,3962,3963,3693,4234,packetLoss,0.75%,3,0.52,0.81,2104.743,0.76,3104.053,0.49,5891.686742,0.11,1755,1,0.0009662272135,233,140
0,2021-11-15T18:02:40+00:00,https://www.whatsapp.com/,3g,560,560,560,560,445,656,421,1102,809,1016,780,1459,677,893,663,1340,2043,2248,2010,2692,803,1010,774,1452,packetLoss,1.50%,3,0.81,0.64,2608.002,0.41,4335.279,0.97,2608.002,1,0,1,0.0137546658,60,3
0,2021-11-15T18:09:43+00:00,https://www.glassdoor.com/,3g,1144,1144,1144,1144,1354,1624,1187,2332,5566,5617,5369,5917,2047,2207,1580,2994,9895,9998,9891,10207,5505,5561,5324,5854,packetLoss,1.50%,3,0.15,0.29,3726.314,0,10787.494,0,17967.3514,0,14020,0.81,0.131700609,195,125
0,2021-11-15T18:05:49+00:00,https://www.forbes.com/,3g,1987,1988,1987,1989,61,59,50,65,4248,4447,4078,5015,292,284,258,301,9762,9771,9759,9792,4217,4415,4049,4978,packetLoss,1.50%,3,0.89,0.76,2260.503,0.82,2863.431,0.97,2658.758048,0.94,162.5,1,0.006669022136,515,39
0,2021-11-15T17:59:49+00:00,https://www.canva.com/,3g,4254,4254,4254,4254,592,579,552,594,3914,3954,3661,4287,898,886,849,910,4653,4625,4525,4698,3911,3942,3655,4260,packetLoss,1.50%,3,0.52,0.81,2100.489,0.76,3097.039,0.53,5630.801537,0.11,1713.247,1,0.0009662272135,209,169
0,2021-11-15T16:17:52+00:00,https://www.whatsapp.com/,3g,560,560,560,560,449,476,442,538,910,885,776,970,789,768,673,842,2158,2120,2007,2196,903,878,769,963,packetLoss,0.60%,3,0.85,0.64,2612.309,0.57,3739.304,0.97,2612.309,1,0,1,0,60,3
0,2021-11-15T16:25:07+00:00,https://www.glassdoor.com/,3g,1144,1144,1144,1144,1854,2366,1117,4128,7518,7275,5463,8845,2242,2845,1507,4787,10074,10552,9697,11885,7471,7230,5420,8799,packetLoss,0.60%,3,0.15,0.29,3757.557,0,10596.4525,0.02,13231.96696,0,14028,0.81,0.131700609,198,105
0,2021-11-15T16:21:09+00:00,https://www.forbes.com/,3g,1983,1986,1983,1991,47,48,42,55,4074,4011,3809,4149,258,260,257,266,9716,9785,9707,9931,4047,3984,3788,4117,packetLoss,0.60%,3,0.88,0.76,2270.628,0.75,3108.3605,0.96,2812.832431,0.96,135.5,1,0.006669022136,529,14
0,2021-11-15T16:14:55+00:00,https://www.canva.com/,3g,4254,4254,4254,4254,559,597,547,684,3859,5133,3684,7857,876,931,851,1065,4189,7153,4095,13175,3855,5129,3679,7853,packetLoss,0.60%,3,0.51,0.79,2185.936,0.73,3179.675,0.5,5803.046378,0.1,1790,1,0.0009662272135,234,139
