,timestamp,url,profile,domElements_median,domElements_mean,domElements_min,domElements_max,ttfb_median,ttfb_mean,ttfb_min,ttfb_max,loadEventEnd_median,loadEventEnd_mean,loadEventEnd_min,loadEventEnd_max,firstPaint_median,firstPaint_mean,firstPaint_min,firstPaint_max,fullyLoaded_median,fullyLoaded_mean,fullyLoaded_min,fullyLoaded_max,domComplete_median,domComplete_mean,domComplete_min,domComplete_max,throttleType,throttleparameter,httpVersion,num_http2_responses,num_http3_responses,lighthouse_performance,first-contentful-paint_score,first-contentful-paint_numericValue,largest-contentful-paint_score,largest-contentful-paint_numericValue,speed-index_score,speed-index_numericValue,total-blocking-time_score,total-blocking-time_numericValue,cumulative-layout-shift_score,cumulative-layout-shift_numericValue
0,2021-11-15T06:26:37+00:00,https://www.canva.com/,3g,4254,4254,4254,4254,634,612,543,659,5400,6031,5278,7416,1234,1248,1103,1406,13861,11609,5414,15553,5393,6018,5259,7402,delay,300ms,2,376,0,0.43,0.73,2360.987,0.68,3361.9880000000003,0.27,7530.23315415891,0.01,4910.898000000002,1,0.0009662272135416666
0,2021-11-15T07:59:18+00:00,https://www.whatsapp.com/,3g,560,560,560,560,457,451,432,463,1006,1076,971,1250,830,857,803,939,2201,1718,492,2462,994,1060,958,1227,delay,700ms,2,64,0,0.83,0.63,2637.055,0.5,3983.866,0.97,2637.055,1,0,1,0.013754665798611112
0,2021-11-15T08:08:07+00:00,https://www.glassdoor.com/,3g,1144,1144,1144,1145,1213,1197,1053,1326,6685,6622,6453,6729,1733,1712,1634,1770,9244,6193,53,9283,6594,6534,6369,6638,delay,700ms,2,305,0,0.14,0.31,3668.229999999999,0,10802.961499999998,0.01,14822.378986627049,0,21695.999999999996,0.75,0.15275756835937498
0,2021-11-15T08:02:24+00:00,https://www.forbes.com/,3g,1830,1835,1830,1846,155,494,56,1270,1426,1596,1046,2316,625,889,425,1617,1869,1962,1427,2589,1425,1595,1046,2315,delay,700ms,2,87,0,0.42,0.71,2399.844,0.78,3010.9400000000005,0.02,13327.0623437629,0,8890.499999999995,1,0.005859375
0,2021-11-15T08:13:09+00:00,https://www.live.com/,3g,449,449,449,449,265,283,207,376,2663,2605,2455,2698,814,815,771,859,2983,2918,2764,3006,2663,2605,2455,2697,delay,700ms,2,165,0,0.39,0.45,3163.719,0.01,9942.284,0.83,3906.956338604583,0.2,1239.5,1,0
0,2021-11-15T07:55:07+00:00,https://www.canva.com/,3g,4254,4254,4254,4254,609,586,528,622,6164,6328,5287,7534,1321,1304,1158,1434,13711,11247,6260,13769,6154,6317,5276,7520,delay,700ms,2,375,0,0.28,0.76,2270.626,0.09,6523.649999999999,0.24,7811.950739858015,0.01,4569.999999999997,1,0.0013230251736111112
0,2021-11-15T06:55:00+00:00,https://www.whatsapp.com/,3g,560,560,560,560,439,440,439,441,972,970,961,978,803,801,785,814,2198,2212,2189,2250,961,960,952,968,delay,400ms,2,63,0,0.83,0.63,2628.622,0.51,3974.389,0.97,2628.622,1,0,1,0.013754665798611112
0,2021-11-15T07:03:57+00:00,https://www.glassdoor.com/,3g,1144,1144,1144,1144,3183,2685,1291,3582,8962,8739,7958,9298,3575,3383,2537,4036,10784,10518,9344,11426,8875,8655,7859,9230,delay,400ms,2,308,0,0.15,0.27,3842.868,0,10606.254,0.01,14567.40500787515,0,23322.5,0.82,0.12857076009114582
0,2021-11-15T06:58:12+00:00,https://www.forbes.com/,3g,1983,1983,1979,1986,62,64,62,67,7255,9698,6452,15388,456,446,427,456,18816,22740,18466,30937,7212,9652,6404,15341,delay,400ms,2,607,0,0.4,0.62,2657.776,0.75,3128.218,0.04,12196.061636448117,0,6688.000000000004,1,0.006904785368177626
0,2021-11-15T07:09:05+00:00,https://www.live.com/,3g,449,449,449,449,254,232,127,315,2387,2437,2378,2545,799,830,770,922,2737,2758,2685,2851,2387,2437,2378,2545,delay,400ms,2,165,0,0.35,0.34,3527.9939999999997,0.01,10272.988000000001,0.72,4548.823420195455,0.16,1402.4999999999998,1,0
0,2021-11-15T06:51:06+00:00,https://www.canva.com/,3g,4254,4254,4254,4254,605,601,576,623,5675,6161,5562,7245,1242,1257,1227,1303,13863,13868,13819,13922,5655,6137,5553,7202,delay,400ms,2,376,0,0.46,0.66,2552.5249999999996,0.86,2702.5249999999996,0.25,7690.11541012047,0,5461.999999999999,1,0.0009662272135416666
0,2021-11-15T06:08:11+00:00,https://www.whatsapp.com/,3g,560,560,560,560,577,651,442,934,1212,1360,1126,1743,998,1095,851,1437,2446,2589,2355,2965,1198,1345,1110,1726,delay,200ms,2,63,0,0.83,0.63,2636.3999999999996,0.51,3971.0399999999986,0.97,2636.3999999999996,1,0,1,0.013754665798611112
0,2021-11-15T06:16:54+00:00,https://www.glassdoor.com/,3g,1144,1144,1144,1144,1821,2583,1077,4852,10368,9955,7408,12088,4018,3717,1629,5504,13971,13636,9148,17788,10273,9856,7308,11988,delay,200ms,2,309,0,0.15,0.29,3732.755,0,13668.484999999999,0,17709.690596360426,0,26961.999999999996,0.82,0.1311366441514757
0,2021-11-15T06:11:24+00:00,https://www.forbes.com/,3g,1830,1833,1830,1838,81,81,70,91,1354,1358,1324,1397,458,485,388,608,1663,1674,1652,1708,1353,1357,1322,1396,delay,200ms,2,87,0,0.47,0.98,1316.159,0.88,2595.584,0.02,13834.366311368187,0,18255.467999999993,1,0.006904785368177626
0,2021-11-15T06:22:33+00:00,https://www.live.com/,3g,449,449,449,449,302,299,211,384,2901,2865,2781,2912,1132,1070,930,1147,3243,3615,3093,4508,2900,2864,2780,2912,delay,200ms,2,164,0,0.33,0.4,3308.6869999999994,0.01,9941.593999999997,0.74,4405.335263504043,0.09,1914.365,1,0
0,2021-11-15T06:03:45+00:00,https://www.canva.com/,3g,4254,4254,4254,4254,579,574,554,588,5440,9821,5313,18711,1225,1205,1083,1308,13865,12837,5851,18796,5428,9810,5300,18703,delay,200ms,2,375,0,0.41,0.75,2302.288,0.63,3537.756,0.21,8134.773214051886,0.01,5405.500000000002,1,0.0013230251736111112
0,2021-11-15T08:20:40+00:00,https://www.whatsapp.com/,3g,560,560,560,560,462,454,424,476,988,992,980,1008,812,803,767,830,2215,2226,2209,2253,976,981,968,998,delay,800ms,2,63,0,0.83,0.63,2633.0480000000002,0.51,3970.5080000000003,0.97,2633.0480000000002,1,0,1,0.013754665798611112
0,2021-11-15T08:27:31+00:00,https://www.glassdoor.com/,3g,1144,1144,1144,1144,1718,1712,1513,1905,6927,6987,6761,7272,2511,2620,2135,3214,9632,9600,9285,9884,6842,6902,6677,7187,delay,800ms,2,306,0,0.15,0.26,3897.623,0,10552.3,0.01,15093.282203490133,0,20550.2915,0.82,0.13000508626302082
0,2021-11-15T08:23:52+00:00,https://www.forbes.com/,3g,1838,1883,1830,1980,141,115,58,146,1480,3153,1340,6638,485,470,436,489,1669,7650,1630,19651,1480,3133,1339,6579,delay,800ms,2,240,0,0.84,0.75,2285.268,0.75,3120.652,0.94,3047.1040918514364,0.84,260.1119999999996,1,0.006904785368177626
0,2021-11-15T08:32:21+00:00,https://www.live.com/,3g,449,449,449,449,158,203,126,326,2539,2615,2520,2786,695,705,602,817,2845,2927,2834,3103,2539,2615,2519,2786,delay,800ms,2,165,0,0.39,0.41,3286.239,0.01,10017.094999999998,0.79,4117.516472868599,0.2,1243.4999999999995,1,0
0,2021-11-15T08:16:42+00:00,https://www.canva.com/,3g,4254,4254,4254,4254,634,627,592,656,5059,5123,4819,5492,1120,1176,1038,1370,642,1943,47,5140,5050,5113,4812,5478,delay,800ms,2,374,0,0.42,0.63,2631.392,0.63,3557.3365000000003,0.32,7094.400484421072,0.02,3757.499999999998,1,0.0013230251736111112
0,2021-11-15T08:39:51+00:00,https://www.whatsapp.com/,3g,560,560,560,560,444,439,424,450,1102,1090,1061,1108,873,874,830,918,2337,2321,2288,2339,1090,1078,1049,1096,delay,900ms,2,63,0,0.83,0.62,2652.9390000000003,0.5,3989.8280000000013,0.97,2652.9390000000003,1,0,1,0.013754665798611112
0,2021-11-15T08:46:58+00:00,https://www.glassdoor.com/,3g,1144,1144,1144,1144,1188,1188,1158,1218,7824,7840,7486,8210,1717,1736,1624,1867,9455,9538,9303,9855,7728,7750,7410,8112,delay,900ms,2,304,0,0.16,0.26,3887.222,0.04,7677.6255,0.01,15494.647887332034,0,24849,0.84,0.12425679524739584
0,2021-11-15T08:43:03+00:00,https://www.forbes.com/,3g,1830,1835,1830,1846,59,86,57,143,1179,1237,976,1555,448,433,370,480,1722,1712,1398,2015,1179,1237,976,1555,delay,900ms,2,87,0,0.84,0.99,1253.6779999999999,0.87,2655.0334999999995,0.97,2601.3600352212316,0.67,411.5,1,0.005288526746961806
0,2021-11-15T08:52:16+00:00,https://www.live.com/,3g,449,449,449,449,272,644,232,1428,2918,3059,2368,3892,962,1254,730,2070,3281,3391,2682,4209,2918,3059,2367,3892,delay,900ms,2,166,0,0.39,0.41,3297.1569999999997,0.01,9999.256000000001,0.83,3886.485898912779,0.21,1200.9999999999995,1,0
0,2021-11-15T08:35:50+00:00,https://www.canva.com/,3g,4254,4254,4254,4254,573,587,552,637,5278,5111,4718,5338,1101,1133,1042,1257,5374,5239,4791,5552,5270,5102,4710,5327,delay,900ms,2,375,0,0.5,0.78,2194.3160000000003,0.9,2502.3160000000003,0.37,6652.643546776153,0.01,4350.521999999999,1,0.0013230251736111112
0,2021-11-15T05:43:27+00:00,https://www.whatsapp.com/,3g,560,560,560,560,453,466,451,495,1214,1196,1091,1284,935,941,846,1042,2441,2423,2313,2515,1197,1182,1077,1271,delay,100ms,2,64,0,0.83,0.63,2632.083,0.5,3987.8699999999994,0.97,2632.083,1,0,1,0.013754665798611112
0,2021-11-15T05:53:37+00:00,https://www.glassdoor.com/,3g,1144,1144,1144,1144,1214,1191,1121,1238,8887,9165,8424,10184,1957,1988,1824,2182,10987,10988,10348,11629,8766,9034,8284,10051,delay,100ms,2,307,0,0.15,0.2,4206.070000000001,0,13293.16,0,20350.24068842054,0,32878.07500000002,0.84,0.12425679524739584
0,2021-11-15T05:47:04+00:00,https://www.forbes.com/,3g,1979,1976,1971,1979,76,77,74,82,11530,10786,9033,11795,489,502,430,586,27767,26885,24916,27973,11392,10700,8964,11745,delay,100ms,2,549,0,0.47,0.96,1471.117,0.9,2481.49,0.03,13123.047104167053,0,15958.937499999993,1,0.01824951171875
0,2021-11-15T05:59:23+00:00,https://www.live.com/,3g,449,449,449,449,317,299,246,335,2936,2833,2607,2956,1014,1094,998,1271,3263,3155,2927,3275,2936,2833,2607,2955,delay,100ms,2,165,0,0.41,0.47,3098.1549999999997,0.01,9958.617999999999,0.81,3983.5041297481284,0.25,1083.9649999999997,1,0
0,2021-11-15T05:39:05+00:00,https://www.canva.com/,3g,4254,4254,4254,4254,614,610,572,644,6077,6253,5828,6855,1362,1374,1313,1448,6942,9100,6160,14199,6067,6241,5820,6837,delay,100ms,2,373,0,0.42,0.68,2489.529,0.64,3490.5209999999997,0.27,7478.985356871297,0.01,4133.845500000001,1,0.0013230251736111112
0,2021-11-15T08:59:48+00:00,https://www.whatsapp.com/,3g,560,560,560,560,629,591,483,662,1236,1171,1028,1248,1009,957,835,1027,2455,2392,2257,2463,1222,1157,1016,1233,delay,1000ms,2,63,0,0.81,0.63,2631.998,0.41,4364.093500000001,0.97,2631.998,1,0,1,0.013754665798611112
0,2021-11-15T09:12:03+00:00,https://www.glassdoor.com/,3g,1144,1144,1144,1144,1236,1897,1216,3240,8265,8740,7660,10295,1885,2523,1750,3933,10637,10960,9835,12408,8136,8634,7567,10198,delay,1000ms,2,306,0,0.16,0.31,3639.031,0,17657.891,0,21626.04881928108,0,35593.5,0.85,0.12043355305989584
0,2021-11-15T09:03:08+00:00,https://www.forbes.com/,3g,1979,1979,1979,1979,92,99,62,143,9631,8717,6766,9753,538,498,379,577,22268,23287,22231,25362,9579,8658,6700,9694,delay,1000ms,2,529,0,0.41,0.67,2513.359,0.76,3070.111,0.04,12021.567895099968,0,11775.999999999987,1,0.00812390316857232
0,2021-11-15T09:18:26+00:00,https://www.live.com/,3g,449,449,449,449,261,246,189,289,2746,5771,2599,11969,947,967,893,1060,3091,6105,2920,12304,2745,5771,2598,11969,delay,1000ms,2,165,0,0.32,0.4,3305.764,0.01,9975.546,0.7,4648.805624699133,0.1,1810.5,1,0
0,2021-11-15T08:55:51+00:00,https://www.canva.com/,3g,4254,4254,4254,4254,607,759,564,1107,5385,5223,4720,5564,1057,1265,1048,1690,5484,5318,4822,5648,5375,5212,4711,5549,delay,1000ms,2,372,0,0.41,0.69,2455.44,0.55,3802.44,0.35,6839.362166201336,0.02,3229.933500000003,1,0.0009662272135416666
0,2021-11-15T05:21:28+00:00,https://www.whatsapp.com/,3g,560,560,560,560,446,447,442,453,984,962,918,984,798,796,773,816,2209,2190,2148,2212,972,951,909,972,delay,0ms,2,63,0,0.8,0.63,2628.893,0.37,4513.4555,0.97,2628.893,1,0,1,0.013754665798611112
0,2021-11-15T05:29:27+00:00,https://www.glassdoor.com/,3g,1144,1144,1144,1144,2178,2599,1807,3811,7750,7915,7052,8944,3170,3767,3049,5083,9694,10277,9590,11546,7676,7839,6982,8860,delay,0ms,2,307,0,0.15,0.21,4126.097,0.01,9307.68,0.01,15058.800315052504,0,17580.499999999985,0.82,0.1311366441514757
0,2021-11-15T05:24:24+00:00,https://www.forbes.com/,3g,1979,1982,1979,1987,75,129,67,244,6123,8370,5722,13264,402,456,376,590,18462,21755,17952,28851,6058,8305,5642,13214,delay,0ms,2,521,0,0.44,0.75,2300.086,0.83,2833.9759999999997,0.04,12197.0467348078,0,6395.500000000003,1,0.006238807042439779
0,2021-11-15T05:34:47+00:00,https://www.live.com/,3g,449,449,449,449,356,340,283,381,3097,3103,2892,3319,1204,1199,1101,1293,3414,3430,3210,3667,3097,3103,2892,3319,delay,0ms,2,165,0,0.33,0.41,3281.1669999999995,0.01,10022.434000000001,0.69,4715.400581077807,0.07,2061.2465,1,0
0,2021-11-15T05:17:50+00:00,https://www.canva.com/,3g,4254,4254,4254,4254,613,1093,594,2073,5075,5405,5030,6110,1314,1753,1302,2642,5579,5641,5156,6187,5066,5397,5022,6102,delay,0ms,2,378,0,0.4,0.67,2519.1679999999997,0.55,3806.1679999999997,0.32,7029.893460713893,0.02,3248.500000000002,1,0.0009662272135416666
0,2021-11-15T07:39:42+00:00,https://www.whatsapp.com/,3g,560,560,560,560,519,544,488,625,1199,1185,1154,1203,994,990,978,997,2433,2418,2383,2437,1189,1175,1142,1193,delay,600ms,3,59,4,0.84,0.63,2632.205,0.52,3928.9780000000005,0.97,2632.205,1,0,1,0.013754665798611112
0,2021-11-15T07:48:44+00:00,https://www.glassdoor.com/,3g,1144,1144,1144,1144,2295,2246,1921,2523,8606,8790,8496,9268,3805,3635,3256,3845,10864,10975,10718,11342,8522,8689,8390,9155,delay,600ms,3,202,104,0.15,0.26,3867.2740000000003,0,11392.86,0,17235.83091140369,0,29306.500000000007,0.83,0.1256178792317708
0,2021-11-15T07:43:41+00:00,https://www.forbes.com/,3g,1982,1982,1981,1983,66,65,62,67,6477,6488,6300,6687,434,433,426,440,18393,12520,41,19125,6418,6435,6254,6634,delay,600ms,3,589,12,0.84,0.98,1267.395,0.87,2661.634,0.96,2714.206045874756,0.66,417,1,0.006904785368177626
0,2021-11-15T07:53:12+00:00,https://www.live.com/,3g,449,449,449,449,264,267,203,333,2479,2857,2211,3881,723,1149,653,2072,2792,3173,2528,4200,2479,2856,2210,3880,delay,600ms,2,165,0,0.39,0.42,3263.4080000000004,0.01,9967.833999999999,0.79,4105.278238668867,0.2,1230.9999999999995,1,0
0,2021-11-15T07:36:21+00:00,https://www.canva.com/,3g,4254,4254,4254,4254,585,586,551,623,4703,4636,4393,4812,1168,1157,1092,1211,4806,4737,4479,4926,4695,4627,4385,4801,delay,600ms,3,231,141,0.4,0.66,2541.855,0.55,3803.855,0.26,7559.433583391862,0.02,3413.5,1,0.0013230251736111112
0,2021-11-15T07:18:35+00:00,https://www.whatsapp.com/,3g,560,560,560,560,652,584,448,653,1156,1205,1051,1409,1002,987,835,1123,2398,2500,2288,2815,1146,1191,1037,1391,delay,500ms,3,60,4,0.83,0.63,2637.27,0.51,3976.146,0.97,2637.27,1,0,1,0.013754665798611112
0,2021-11-15T07:28:03+00:00,https://www.glassdoor.com/,3g,1144,1144,1144,1144,1250,1908,1153,3322,6407,8081,6282,11555,1746,2381,1550,3848,8973,11672,8853,17190,6326,7998,6199,11470,delay,500ms,3,201,105,0.18,0.27,3849.4979999999996,0,10506.6445,0.02,13960.036159285642,0,19350.000000000004,1,0.011648763020833333
0,2021-11-15T07:22:21+00:00,https://www.forbes.com/,3g,1971,1930,1846,1974,72,73,65,82,8080,5866,1097,8421,489,438,325,501,20654,15360,1508,23918,8002,5816,1097,8349,delay,500ms,3,417,8,0.42,0.75,2289.175,0.75,3140.9985,0.05,11423.370699403904,0,11278.257000000012,1,0.01824951171875
0,2021-11-15T07:32:28+00:00,https://www.live.com/,3g,449,449,449,449,231,1277,128,3473,2700,3608,2309,5815,768,1841,692,4062,3026,3913,2583,6131,2699,3608,2309,5815,delay,500ms,2,167,0,0.4,0.47,3096.686,0.01,9980.978,0.8,4088.4756817019893,0.22,1165.4999999999998,1,0
0,2021-11-15T07:15:05+00:00,https://www.canva.com/,3g,4266,4262,4254,4266,596,638,590,727,5349,6830,5022,10118,1271,1286,1219,1367,5710,8527,5098,14774,5341,6821,5015,10106,delay,500ms,3,232,141,0.41,0.68,2492.359,0.56,3797.359,0.35,6807.115343680856,0.01,3999.000000000002,1,0.0009662272135416666
0,2021-11-15T06:32:55+00:00,https://www.whatsapp.com/,3g,560,560,560,560,454,450,441,456,1177,1202,1091,1338,891,921,877,996,2336,1599,47,2415,1160,1182,1078,1309,delay,300ms,3,61,3,0.84,0.62,2643.991,0.54,3869.797,0.97,2643.991,1,0,1,0.013754665798611112
0,2021-11-15T06:44:54+00:00,https://www.glassdoor.com/,3g,1144,1144,1144,1144,1999,2266,1995,2804,8456,8518,8348,8749,2615,3178,2514,4406,10482,10640,10130,11309,8358,8413,8218,8664,delay,300ms,3,200,105,0.14,0.27,3852.6539999999995,0,10756.511,0.01,14909.419495248878,0,21262.499999999996,0.75,0.15275756835937498
0,2021-11-15T06:39:13+00:00,https://www.forbes.com/,3g,1830,1830,1830,1830,74,82,74,98,1095,1114,1083,1163,445,430,387,458,1485,1499,1483,1529,1095,1113,1082,1162,delay,300ms,2,87,0,0.47,0.98,1355.943,0.87,2651.3149999999996,0.05,11684.119013486616,0,12156,1,0.01824951171875
0,2021-11-15T06:49:07+00:00,https://www.live.com/,3g,449,449,449,449,220,210,167,242,2625,2589,2446,2697,773,776,721,834,2930,2913,2767,3043,2624,2589,2445,2697,delay,300ms,2,165,0,0.34,0.44,3170.6630000000005,0.01,10156.703000000001,0.75,4378.331292880424,0.12,1670.9999999999993,1,0
0,2021-11-15T06:29:08+00:00,https://www.canva.com/,3g,4254,4254,4254,4254,633,629,558,695,5256,5225,4959,5460,1268,1236,1128,1312,5362,5496,5331,5795,5247,5213,4947,5445,delay,300ms,3,231,141,0.42,0.75,2305.7529999999997,0.64,3490.7369999999996,0.25,7747.455937300547,0.01,5120.439,1,0.0013230251736111112
0,2021-11-15T08:00:51+00:00,https://www.whatsapp.com/,3g,560,560,560,560,481,483,458,510,1311,1274,1117,1394,1019,1011,883,1130,2344,1833,511,2643,1298,1257,1096,1377,delay,700ms,3,61,3,0.83,0.63,2628.933,0.51,3967.9049999999997,0.97,2628.933,1,0,1,0.013754665798611112
0,2021-11-15T08:10:44+00:00,https://www.glassdoor.com/,3g,1144,1144,1144,1145,1203,1481,1174,2067,7126,7360,6879,8076,1681,2013,1636,2723,9553,9745,9320,10361,7030,7247,6801,7911,delay,700ms,3,201,105,0.17,0.28,3794.65,0.05,7284.347,0.01,15121.5772269558,0,22844.793500000007,0.85,0.12043355305989584
0,2021-11-15T08:05:02+00:00,https://www.forbes.com/,3g,1979,1980,1979,1981,76,74,70,76,7067,7549,6817,8764,434,424,402,437,19276,19128,18742,19366,6998,7487,6766,8696,delay,700ms,3,521,12,0.43,0.75,2286.2410000000004,0.81,2895.6530000000002,0.04,12369.978797374173,0,8892.000000000016,1,0.007192878617180718
0,2021-11-15T08:14:54+00:00,https://www.live.com/,3g,449,449,449,449,236,231,169,289,2523,2565,2489,2683,901,843,671,956,2831,1962,42,3012,2523,2565,2489,2683,delay,700ms,2,166,0,0.4,0.46,3107.2189999999996,0.01,9984.737000000001,0.8,4102.646415821292,0.24,1114,1,0
0,2021-11-15T07:57:20+00:00,https://www.canva.com/,3g,4254,4254,4254,4254,730,671,545,737,5725,5769,5201,6382,1242,1265,1122,1432,6520,8659,5317,14139,5708,5754,5184,6369,delay,700ms,3,232,142,0.43,0.77,2248.125,0.63,3558.125,0.37,6695.868183672201,0.01,4223.499999999998,1,0.0013230251736111112
0,2021-11-15T06:56:21+00:00,https://www.whatsapp.com/,3g,560,560,560,560,474,478,456,505,996,992,974,1006,818,818,804,833,2235,2266,2216,2348,986,983,965,997,delay,400ms,3,59,4,0.84,0.68,2497.8050000000003,0.51,3967.2140000000004,0.98,2497.8050000000003,1,0,1,0.013754665798611112
0,2021-11-15T07:06:38+00:00,https://www.glassdoor.com/,3g,1144,1144,1144,1145,1418,1345,1175,1442,7669,7485,7109,7677,1866,1775,1579,1880,9504,9661,9178,10302,7564,7387,7021,7575,delay,400ms,3,200,105,0.18,0.31,3635.6310000000003,0,10606.904,0.02,14198.4423598201,0,18605.966,1,0.011758626302083333
0,2021-11-15T07:00:53+00:00,https://www.forbes.com/,3g,1979,1980,1979,1981,74,100,65,161,6593,6352,5828,6635,403,420,374,482,18740,16417,11038,19473,6547,6306,5789,6581,delay,400ms,3,555,12,0.49,0.98,1343.576,0.96,2127.377,0.03,12617.236180103437,0,14034.060499999989,1,0.006904785368177626
0,2021-11-15T07:11:02+00:00,https://www.live.com/,3g,449,449,449,449,211,225,200,264,2626,2520,2221,2713,759,774,758,805,2954,2842,2543,3029,2626,2520,2221,2712,delay,400ms,2,165,0,0.36,0.41,3280.5779999999995,0.01,10006.864,0.78,4219.47762113534,0.13,1603.000000000001,1,0
